,thscode,ths_fund_short_name_fund,ths_fund_manager_current_fund,ths_fund_manager_his_fund,ths_isindexfund_fund,ths_invest_type_first_classi_fund,ths_invest_type_second_classi_fund,ths_fund_scale_fund,ths_found_years_fund,ths_org_investor_held_ratio_fund,ths_stock_mv_to_fanv_fund
238,460001.OF,华泰柏瑞盛世中国混合,牛勇,李文杰(20050427-20070531) 汪晖(20070531-20080606) 梁丰(20070726-20091119) 郭楷泽(20080903-20100326) 汪晖(20091118-20140808) 张诣(20120629-20130416) 张慧(20130916-20180530) 沈雪峰(20140808-20150619) 李灿(20150630-20160817) 牛勇(20180503-至今),否,混合型基金,偏股混合型基金,1077937566.28,18.438356164384,,88.565686562409
241,460007.OF,华泰柏瑞行业领先混合,吕慧建,梁丰(20090803-20100525) 吕慧建(20091118-至今) 徐晓杰(20150515-20180530),否,混合型基金,偏股混合型基金,175632264.77,14.167123287671,,94.29292109105
242,460009.OF,华泰柏瑞量化先行混合A,"盛豪,田汉卿",汪晖(20100622-20110805) 卞亚军(20101008-20120406) 秦岭松(20110121-20120202) 王本昌(20120315-20150417) 田汉卿(20150318-至今) 盛豪(20210917-至今),否,混合型基金,偏股混合型基金,348099643.54,13.282191780822,,93.920929321036
243,460010.OF,华泰柏瑞亚洲领导企业混合(QDII),何琦,李文杰(20101202-20120711) 黄明仁(20101202-20200113) 何琦(20190807-至今),否,QDII基金,QDII混合型基金,53153081.06,12.835616438356,,93.948527581366
244,470006.OF,汇添富医药保健混合A,郑磊,王栩(20100921-20130510) 周睿(20120302-20190426) 刘闯(20150115-20161031) 郑磊(20190409-至今),否,混合型基金,偏股混合型基金,3444717649.99,13.032876712329,,91.700418478977
245,470008.OF,汇添富策略回报混合,顾耀强,顾耀强(20091222-至今),否,混合型基金,偏股混合型基金,895231841.15,13.780821917808,,93.77443507389
246,470009.OF,汇添富民营活力混合A,马翔,齐东超(20100505-20140408) 朱晓亮(20140408-20160311) 马翔(20160311-至今),否,混合型基金,偏股混合型基金,2341113663.43,13.413698630137,,93.632594526333
251,481001.OF,工银核心价值混合A,何肖颉,江晖(20050831-20070526) 王筱苓(20070105-20071130) 杨建勋(20070321-20090519) 张翎(20070425-20100414) 詹粤萍(20070510-20071130) 曹冠业(20071130-20090519) 何江旭(20100412-20140730) 宋炳珅(20140120-20170527) 何肖颉(20140306-至今),否,混合型基金,偏股混合型基金,4067302259.28,18.093150684932,,78.929412267931
252,481004.OF,工银稳健成长混合A,"杜洋,修世宇",张翎(20061206-20071106) 吴刚(20061206-20071106) 王筱苓(20070105-20080221) 杨建勋(20070321-20090519) 温震宇(20071106-20090901) 曹冠业(20090518-20140612) 杨柯(20130416-20170527) 刘天任(20140605-20161018) 胡文彪(20161018-20180425) 杜洋(20180322-至今) 修世宇(20220909-至今),否,混合型基金,偏股混合型基金,577349189.32,16.827397260274,,86.956354796532
253,481006.OF,工银红利混合,林念,詹粤萍(20070718-20080216) 杨建勋(20070718-20100520) 杨军(20100518-20140122) 章叶飞(20100518-20110701) 宋炳珅(20140120-20180828) 杨柯(20140120-20171222) 林念(20160927-至今),否,混合型基金,偏股混合型基金,359341283.38,16.213698630137,,85.420399847407
254,481008.OF,工银大盘蓝筹混合,"李迪,王筱苓",陈守红(20080804-20110413) 胡文彪(20110316-20170719) 王筱苓(20121205-至今) 李迪(20230731-至今),否,混合型基金,偏股混合型基金,266840387.1,15.164383561644,,67.915260695558
256,481013.OF,工银消费服务混合A,"林梦,王筱苓",何江旭(20110421-20140730) 王勇(20111107-20150109) 王筱苓(20141230-至今) 林梦(20231010-至今),否,混合型基金,偏股混合型基金,232464796.83,12.452054794521,,78.77090318385
261,487021.OF,工银优质精选混合A,胡志利,欧阳凯(20130207-20170206) 王勇(20130207-20150109) 李敏(20140730-20170206) 胡志利(20170125-至今),否,混合型基金,灵活配置型基金,609530413.76,10.649315068493,,81.198935273554
264,519001.OF,银华价值优选混合,"倪明,苏静然",蒋伯龙(20050927-20080712) 况群峰(20061021-20081023) 陆文俊(20081021-20130830) 倪明(20110926-至今) 苏静然(20171030-至今),否,混合型基金,偏股混合型基金,2179102291.79,18.019178082192,,85.543189791645
265,519002.OF,华安安信消费服务混合A,王斌,陈俏宇(20130523-20150618) 蒋璆(20150616-20160921) 饶晓鹏(20150907-20200525) 王斌(20181031-至今),否,混合型基金,偏股混合型基金,4627435615.23,10.361643835616,,90.811705367057
266,519003.OF,海富通收益增长混合,周雪军,陈绍胜(20040312-20090114) 张炜(20050420-20060304) 陈洪(20060304-20060926) 蒋征(20090112-20120120) 牟永宁(20090121-20110421) 牟永宁(20120120-20131025) 黄春雨(20130731-20140428) 丁俊(20140415-20160812) 周雪军(20150609-至今),否,混合型基金,灵活配置型基金,2020340327.77,19.564383561644,,78.656358054984
267,519005.OF,海富通股票混合,吕越超,陈洪(20050729-20060926) 郑拓(20050729-20070310) 蒋征(20070203-20090114) 陈绍胜(20090114-20120217) 陈静(20120217-20140411) 黄春雨(20140411-20140428) 丁俊(20140428-20150604) 黄峰(20141217-20170630) 吕越超(20161125-至今),否,混合型基金,偏股混合型基金,2525432246.18,18.183561643836,,94.455488628856
269,519008.OF,汇添富优势精选混合,王栩,徐婕(20050825-20070113) 庞飒(20050825-20100206) 苏竞(20071008-20130510) 王栩(20100205-至今),否,混合型基金,灵活配置型基金,2818352016.12,18.109589041096,,92.744816036093
270,519011.OF,海富通精选混合,黄峰,陈洪(20030822-20140604) 郑拓(20050420-20060926) 丁俊(20070806-20120120) 蒋征(20120120-20140122) 丁俊(20140117-20160812) 王智慧(20160411-20210706) 黄峰(20190603-至今),否,混合型基金,偏股混合型基金,905340992.52,20.120547945205,,77.640427886012
272,519015.OF,海富通精选贰号混合,黄峰,陈洪(20070410-20070809) 丁俊(20070806-20120120) 蒋征(20120120-20140122) 丁俊(20140117-20160812) 王智慧(20160411-20210706) 黄峰(20190603-至今),否,混合型基金,偏股混合型基金,311108650.59,16.487671232877,,77.646722134497
273,519017.OF,大成积极成长混合A,王磊,瞿蕴理(20070116-20070627) 周一烽(20070627-20080823) 王维钢(20080823-20090924) 周建春(20090924-20121217) 孙蓓琳(20121218-20170615) 王磊(20170609-至今),否,混合型基金,偏股混合型基金,832046548.22,16.715068493151,,76.105015101118
274,519018.OF,汇添富均衡增长混合,"詹杰,顾耀强",张晖(20060807-20071219) 庞飒(20060807-20100109) 欧阳沁春(20070618-20120302) 苏竞(20071217-20131122) 陈晓翔(20100108-20120302) 叶从飞(20120302-20160824) 韩贤旺(20120302-20160824) 朱晓亮(20131122-20150803) 顾耀强(20140408-20160824) 佘中强(20160824-20190824) 顾耀强(20190824-至今) 詹杰(20220428-至今),否,混合型基金,偏股混合型基金,2592340301.5,17.158904109589,,92.247992777657
276,519020.OF,国泰金泰灵活配置混合A,李海,程洲(20121224-20170124) 樊利安(20150630-20170124) 彭凌志(20170124-20180427) 李海(20170124-至今),否,混合型基金,灵活配置型基金,250972165.35,10.772602739726,,93.956705298494
277,519021.OF,国泰金鼎价值混合,饶玉涵,崔海峰(20070411-20080403) 邓时锋(20080403-20180313) 饶玉涵(20180313-至今),否,混合型基金,灵活配置型基金,510651072.52,16.482191780822,,73.318064492136
279,519025.OF,海富通领先成长混合,李志,陈绍胜(20090430-20120409) 陈静(20120409-20140411) 谢志刚(20140411-20150611) 黄峰(20141217-20170630) 张金涛(20151026-20170502) 李志(20170515-至今),否,混合型基金,偏股混合型基金,69188481.84,14.427397260274,,93.767281453043
280,519026.OF,海富通中小盘混合,范庭芳,程岽(20100414-20131129) 宋争林(20131129-20141217) 黄峰(20141217-20170630) 施敏佳(20170630-20181105) 周雪军(20181105-20191125) 范庭芳(20190827-至今),否,混合型基金,偏股混合型基金,438151950.55,13.471232876712,,93.944249195583
281,519029.OF,华夏稳增混合,彭海伟,张龙(20060809-20100204) 张益驰(20060905-20080123) 严鸿宴(20100204-20111107) 王海雄(20111014-20150209) 彭海伟(20150209-至今) 郑泽鸿(20190114-20200612),否,混合型基金,灵活配置型基金,983796819.24,17.153424657534,,94.9345080564
283,519035.OF,富国天博创新混合,毕天宇,毕天宇(20070427-至今),否,混合型基金,偏股混合型基金,1969883948.44,16.438356164384,,92.465097076021
286,519056.OF,海富通内需热点混合,黄峰,黄春雨(20131219-20140428) 宋争林(20140428-20141217) 黄峰(20141217-至今),否,混合型基金,偏股混合型基金,419036232.52,9.786301369863,,94.368256814433
290,519069.OF,汇添富价值精选混合A,劳杰男,陈晓翔(20090123-20160113) 劳杰男(20151118-至今),否,混合型基金,偏股混合型基金,10254675266.03,14.693150684932,,84.896796481205
291,519087.OF,新华优选分红混合,赵强,蒋畅(20050916-20060712) 曹名长(20060712-20150609) 向朝勇(20070619-20090923) 崔建波(20150609-20170526) 路文韬(20150924-20170523) 赵强(20170517-至今),否,混合型基金,灵活配置型基金,847002929.15,18.049315068493,,89.734092511668
292,519089.OF,新华优选成长混合,栾超,王卫东(20080725-20140102) 曹名长(20080725-20090827) 崔建波(20120110-20130201) 何潇(20120730-20140102) 李昱(20130201-20150915) 付伟(20150825-20180827) 栾超(20180105-至今),否,混合型基金,偏股混合型基金,562660567.38,15.191780821918,,85.088165317735
294,519093.OF,新华钻石品质企业混合,蔡春红,曹名长(20100203-20150609) 李昱(20120203-20120322) 贲兴振(20150608-20160628) 付伟(20160617-20190228) 蔡春红(20170106-至今),否,混合型基金,偏股混合型基金,121839680.91,13.66301369863,,93.079710815864
302,519126.OF,浦银安盛新经济结构混合A,蒋佳良,蒋建伟(20140520-20160114) 褚艳辉(20140728-20181101) 蒋佳良(20181101-至今),否,混合型基金,灵活配置型基金,464699356.25,9.3698630136986,,84.130621622189
305,519133.OF,海富通改革驱动混合,周雪军,周雪军(20160428-至今),否,混合型基金,灵活配置型基金,5762803218.72,7.427397260274,,94.089006067334
306,519139.OF,海富通沪港深混合,高峥,张炳炜(20161111-20180801) 王智慧(20161130-20210706) 高峥(20170828-至今) 周雪军(20181214-20220817),否,混合型基金,灵活配置型基金,62875145.23,6.8876712328767,,88.813792470345
318,519181.OF,万家和谐增长混合A,莫海波,路志刚(20061201-20080927) 李洪雨(20080927-20100626) 鞠英利(20100626-20110706) 宁冬莉(20110603-20130831) 吕宜振(20110930-20130104) 华光磊(20130104-20150522) 刘芳洁(20130601-20141114) 莫海波(20150506-至今) 刘林峰(20220621-20230808),否,混合型基金,灵活配置型基金,553308528.6,16.843835616438,,93.832751731212
322,519195.OF,万家品质生活A,莫海波,莫海波(20150806-至今),否,混合型基金,灵活配置型基金,2492461691.49,8.1561643835616,,93.983183581399
323,519196.OF,万家新兴蓝筹,莫海波,莫海波(20160126-至今),否,混合型基金,灵活配置型基金,1766000296.45,7.6821917808219,,93.758096819033
330,519224.OF,海富通欣荣混合A,杜晓海,谈云飞(20160922-20200102) 杜晓海(20160928-至今),否,混合型基金,灵活配置型基金,431344196.52,7.0246575342466,,91.299701624844
333,519601.OF,海富通中国海外混合(QDII),高峥,陈洪(20080627-20110214) 杨铭(20100113-20160204) 张炳炜(20160204-20180801) 卜正伦(20160816-20180930) 高峥(20180921-至今) 陶意非(20190130-20230329),否,QDII基金,QDII混合型基金,46464532.55,15.268493150685,,92.474382118797
340,519619.OF,银河君荣混合A,刘铭,杨鑫(20160905-20170429) 韩晶(20160905-20171214) 袁曦(20161231-20180913) 刘铭(20170429-至今),否,混合型基金,灵活配置型基金,1582076.47,7.0712328767123,,90.666849532822
342,519621.OF,银河君荣混合I,刘铭,杨鑫(20160905-20170429) 韩晶(20160905-20171214) 袁曦(20161231-20180913) 刘铭(20170429-至今),否,混合型基金,灵活配置型基金,60878959.99,7.0712328767123,,90.666849532822
352,519651.OF,银河转型混合A,杨琪,卢轶乔(20150512-20161229) 王海华(20161229-20190219) 杨琪(20190219-至今) 陈伯祯(20200206-20211027),否,混合型基金,灵活配置型基金,363197582.79,8.3917808219178,,88.273214099408
358,519664.OF,银河美丽混合A,杨琪,成胜(20140529-20150612) 张杨(20140529-20170408) 杨琪(20170408-至今),否,混合型基金,偏股混合型基金,204345227.72,9.3452054794521,,87.851583420881
360,519668.OF,银河成长混合,祝建辉,李昇(20080526-20090807) 孙振峰(20090716-20111101) 丁杰人(20111010-20131113) 王培(20131030-20160201) 钱睿南(20160201-20170408) 祝建辉(20160201-至今),否,混合型基金,偏股混合型基金,180095935.64,15.356164383562,,91.354390567079
362,519672.OF,银河蓝筹混合A,袁曦,徐小勇(20100716-20150623) 孙振峰(20100716-20111101) 王海华(20150624-20160726) 袁曦(20151228-至今),否,混合型基金,偏股混合型基金,423153190.75,13.216438356164,,93.627203459276
363,519674.OF,银河创新混合A,郑巍山,钱睿南(20101229-20120319) 王培(20110603-20160202) 神玉飞(20160202-20170408) 袁曦(20160202-20190511) 郑巍山(20190511-至今),否,混合型基金,偏股混合型基金,11977716604.46,12.761643835616,,94.510528334476
364,519678.OF,银河消费混合A,卢轶乔,刘风华(20110729-20130228) 卢轶乔(20121221-至今),否,混合型基金,偏股混合型基金,80868145.68,12.180821917808,,90.380965583816
366,519688.OF,交银精选混合,"王崇,张雪蓉",赵枫(20050929-20080128) 李立(20070425-20120508) 管华雨(20120313-20130426) 张鸿羽(20120420-20141022) 曹文俊(20141022-20170613) 王崇(20170603-至今) 张雪蓉(20230107-至今),否,混合型基金,偏股混合型基金,6079846257.21,18.013698630137,,90.00260956255
367,519690.OF,交银稳健配置混合,陈孜铎,李旭利(20060614-20070704) 郑拓(20070704-20090821) 李立(20090821-20101231) 华昕(20090910-20110804) 张科兵(20110719-20140110) 唐倩(20131212-20180728) 陈孜铎(20180704-至今),否,混合型基金,灵活配置型基金,1363435180.9,17.306849315068,,88.786408890441
368,519692.OF,交银成长混合A,王少成,周炜炜(20061023-20101020) 管华雨(20101008-20150324) 王少成(20150324-至今),否,混合型基金,偏股混合型基金,1914822919.96,16.947945205479,,81.856132891071
369,519694.OF,交银蓝筹混合,王少成,李旭利(20070808-20090527) 崔海峰(20080901-20100604) 张媚钗(20100604-20141022) 李德亮(20141022-20150829) 陈孜铎(20141022-20190129) 张迎军(20141022-20150711) 王少成(20180928-至今),否,混合型基金,偏股混合型基金,1300887784.67,16.156164383562,,82.682815221672
370,519696.OF,交银环球精选混合(QDII),"陈俊华,陈舒薇,周中",郑伟辉(20080822-20130305) 饶超(20120409-20140124) 晏青(20120409-20150422) 蔡铮(20150422-20170325) 陈俊华(20151121-至今) 周中(20151212-至今) 陈舒薇(20200108-至今),否,QDII基金,QDII混合型基金,75004513.11,15.115068493151,,92.51154237644
375,519704.OF,交银先进制造混合A,刘鹏,黄义志(20110622-20120810) 张科兵(20120313-20130426) 王少成(20130321-20150815) 任相栋(20150121-20180623) 刘鹏(20180529-至今),否,混合型基金,偏股混合型基金,6261923187.94,12.282191780822,,87.199268194433
376,519710.OF,交银策略回报混合,韩威俊,项廷锋(20120620-20151007) 李娜(20151007-20151107) 王少成(20151107-20180608) 韩威俊(20160120-至今),否,混合型基金,灵活配置型基金,576119391.61,11.284931506849,,79.859826681802
377,519712.OF,交银阿尔法核心混合A,何帅,龙向东(20120803-20150926) 何帅(20150916-至今),否,混合型基金,偏股混合型基金,5110294390.770001,11.164383561644,,77.276835177517
378,519727.OF,交银成长30混合,郭斐,管华雨(20130605-20141022) 王少成(20130702-20190618) 郭斐(20170926-至今),否,混合型基金,偏股混合型基金,1009345538.79,10.32602739726,,64.245218761988
380,519736.OF,交银新成长混合,王崇,管华雨(20140509-20150523) 王崇(20141022-至今),否,混合型基金,偏股混合型基金,8301110304.83,9.4,,92.264521390393
384,519756.OF,交银施罗德国企改革灵活配置混合A,沈楠,沈楠(20150610-至今),否,混合型基金,灵活配置型基金,4591081201.48,8.3123287671233,,86.681621901413
389,519767.OF,交银科技创新灵活配置混合A,芮晨,芮晨(20160505-至今),否,混合型基金,灵活配置型基金,337451149.2,7.4082191780822,,90.892427218211
395,519773.OF,交银数据产业灵活配置混合A,田彧龙,芮晨(20160816-20190530) 田彧龙(20190514-至今),否,混合型基金,灵活配置型基金,1532323822.96,7.1260273972603,,82.837760130927
398,519908.OF,华夏兴华混合A,阳琨,杨明韬(20130412-20150616) 阳琨(20130412-至今),否,混合型基金,灵活配置型基金,764181769.98,10.47397260274,,92.03736392958
400,519915.OF,富国消费主题混合A,王园园,戴益强(20141212-20180118) 王园园(20170616-至今) 刘莉莉(20180711-20211027),否,混合型基金,偏股混合型基金,5061711260.88,8.8054794520548,,93.189190016237
402,519929.OF,长信电子信息行业量化灵活配置混合A,"左金保,宋海岸",左金保(20160727-至今) 宋海岸(20230130-至今),否,混合型基金,灵活配置型基金,73149378.3,7.1808219178082,,93.896540010144
416,519983.OF,长信量化先锋混合A,左金保,卢曼(20101118-20110919) 胡倩(20110415-20150313) 叶琦(20111031-20120305) 左金保(20150313-至今),否,混合型基金,偏股混合型基金,592639464.97,12.87397260274,,94.572721737053
418,519991.OF,长信双利优选混合A,祝昱丰,胡志宝(20080619-20100826) 张甦伟(20080725-20100705) 钱斌(20100721-20120803) 谈洁颖(20120723-20170328) 叶松(20170309-20180601) 安昀(20171101-20200820) 祝昱丰(20190218-至今),否,混合型基金,偏股混合型基金,90053011.1,15.290410958904,,93.739067893681
420,519995.OF,长信金利趋势混合A,高远,陆文俊(20060430-20080610) 梁晓军(20060430-20060922) 许万国(20080602-20110423) 付勇(20100628-20121113) 胡志宝(20121025-20131112) 宋小龙(20130205-20160722) 常松(20160714-20180907) 高远(20180830-至今),否,混合型基金,偏股混合型基金,4647929699.0,17.430136986301,,87.992713163337
422,530001.OF,建信恒久价值混合,"陶灿,蒋严泽",吴剑飞(20051201-20091125) 卓利伟(20090325-20110715) 王新艳(20091217-20110201) 邱宇航(20110711-20140327) 顾中汉(20111011-20170330) 陶灿(20170322-至今) 蒋严泽(20221014-至今),否,混合型基金,偏股混合型基金,819583939.53,17.841095890411,,91.439673603141
423,530003.OF,建信优选成长混合A,姚锦,李华(20060908-20071023) 田擎(20071023-20100427) 曹雄飞(20071023-20081127) 李涛(20081127-20120217) 姚锦(20120217-至今),否,混合型基金,偏股混合型基金,1522111562.18,17.071232876712,,80.747492976328
425,530006.OF,建信核心精选混合,王东杰,田擎(20081125-20100427) 王新艳(20100427-20131220) 乔林建(20131113-20150522) 顾中汉(20150522-20170330) 潘龙玲(20160330-20170828) 姚锦(20170609-20180912) 王东杰(20170828-至今),否,混合型基金,偏股混合型基金,477916627.97,14.854794520548,,79.63842921864
429,530019.OF,建信社会责任混合,刘克飞,许杰(20120814-20191128) 姚锦(20120814-20140306) 刘克飞(20191128-至今),否,混合型基金,偏股混合型基金,19211207.63,11.134246575342,,68.142372994591
430,539002.OF,建信新兴市场混合(QDII)A,"程星烨,李博涵",赵英楷(20110621-20180205) 李博涵(20171113-至今) 程星烨(20191211-至今),否,QDII基金,QDII混合型基金,49816435.92,12.284931506849,,65.344739369612
435,550001.OF,中信保诚四季红混合A,吴昊,岳爱民(20060429-20081113) 孙志洪(20060511-20070522) 管华雨(20070522-20100602) 闾志刚(20100525-20190304) 吴昊(20190131-至今) 夏明月(20190318-20230213),否,混合型基金,灵活配置型基金,441792372.07,17.432876712329,,89.264571859873
436,550002.OF,中信保诚精萃成长混合A,王睿,吕宜振(20061127-20080628) 孙志洪(20061127-20070522) 刘浩(20080625-20120929) 谭鹏万(20120828-20150529) 王睿(20150529-至今),否,混合型基金,偏股混合型基金,1311991078.72,16.852054794521,,87.801302152346
437,550003.OF,中信保诚盛世蓝筹混合,吴昊,岳爱民(20080604-20090728) 张锋(20080606-20111028) 张光成(20111028-20150430) 聂炜(20150430-20170213) 吴昊(20151118-至今),否,混合型基金,偏股混合型基金,168157709.27,15.331506849315,,92.38361625191
438,550008.OF,中信保诚优胜精选混合A,王睿,黄小坚(20090826-20140314) 杨建标(20110329-20150521) 王睿(20150430-至今),否,混合型基金,偏股混合型基金,2220074266.39,14.104109589041,,88.893997335719
445,570001.OF,诺德价值优势混合,罗世锋,邹翔(20070419-20080522) 戴奇雷(20080522-20100401) 张学东(20080522-20090609) 胡志伟(20100401-20141118) 薛珠(20111107-20140529) 胡洋(20141118-20170405) 罗世锋(20141125-至今),否,混合型基金,偏股混合型基金,2679871449.65,16.460273972603,,93.323745020928
449,570008.OF,诺德周期策略混合,罗世锋,胡志伟(20120321-20140401) 陈国光(20120424-20150620) 罗世锋(20150620-至今),否,混合型基金,偏股混合型基金,1275628337.19,11.534246575342,,93.379617559607
462,590005.OF,中邮核心主题混合,陈梁,刘霄汉(20100519-20150313) 陈梁(20150313-至今) 国晓雯(20170109-20181012),否,混合型基金,偏股混合型基金,392692120.82,13.375342465753,,83.982309553689
467,610004.OF,信澳中小盘混合,曾国富,曾国富(20091201-20140222) 黄敬东(20100113-20101230) 巩伟(20131226-20150701) 冯士祯(20150701-20190518) 曾国富(20190426-至今),否,混合型基金,偏股混合型基金,298353688.08,13.838356164384,,88.314475056648
468,610005.OF,信澳红利回报混合,邹运,曾国富(20100728-20111216) 张俊生(20111216-20130221) 周强松(20120109-20130607) 林钟斌(20130221-20141029) 张俊生(20141029-20150214) 杜蜀鹏(20150214-20160122) 柴妍(20150709-20161027) 王辉良(20160108-20200727) 邹运(20190520-至今),否,混合型基金,偏股混合型基金,313438170.21,13.183561643836,,90.166580097966
469,610006.OF,信澳产业升级混合,曾国富,张俊生(20110613-20140125) 王战强(20131219-20150214) 曾国富(20150214-至今),否,混合型基金,偏股混合型基金,271451860.67,12.306849315068,,88.324790420749
474,620006.OF,金元顺安消费主题混合,闵杭,黄奕(20100915-20130402) 冯志刚(20120106-20130402) 晏斌(20120107-20151102) 闵杭(20151016-至今),否,混合型基金,偏股混合型基金,161016583.94,13.049315068493,,84.325146402681
477,630002.OF,华商盛世成长混合,"周海栋,孙蔚",庄涛(20080923-20110924) 梁永强(20080923-20120424) 孙建波(20091118-20130201) 刘宏(20130201-20170126) 高兵(20150408-20160819) 赵媛媛(20150706-20160819) 马国江(20161223-20190313) 何奇峰(20161223-20171228) 鲁宁(20161223-20190322) 周海栋(20171221-至今) 孙蔚(20230104-至今),否,混合型基金,偏股混合型基金,4366514081.17,15.027397260274,,91.270491281735
479,630006.OF,华商产业升级混合,彭欣杨,胡宇权(20100618-20120706) 刘宏(20120424-20131210) 佘中强(20130731-20160118) 高兵(20160118-20170421) 彭欣杨(20160805-至今),否,混合型基金,偏股混合型基金,74020714.87,13.293150684932,,85.834670161704
481,630010.OF,华商价值精选混合,彭欣杨,刘宏(20110531-20170126) 刘萌萌(20160412-20180713) 蔡建军(20161223-20171225) 陈恒(20170726-20200108) 彭欣杨(20171221-至今),否,混合型基金,偏股混合型基金,375754604.56,12.342465753425,,85.333608477125
484,630016.OF,华商价值共享混合发起式,何奇峰,田明圣(20130318-20151030) 何奇峰(20150127-至今) 童立(20160412-20170421),否,混合型基金,灵活配置型基金,90341021.66,10.542465753425,,80.778972341766
487,660004.OF,农银策略价值混合,陈富权,栾杰(20090929-20110401) 程涛(20100415-20130305) 李洪雨(20130305-20141011) 徐莉(20141011-20150612) 陈富权(20150606-至今),否,混合型基金,偏股混合型基金,500419027.47,14.01095890411,,85.672611067073
489,660006.OF,农银大盘蓝筹混合,宋永安,曹剑飞(20100901-20111117) 李洪雨(20101104-20141011) 赵谦(20141011-20160308) 宋永安(20151202-至今),否,混合型基金,偏股混合型基金,116068700.17,13.087671232877,,84.319593961728
490,660010.OF,农银策略精选混合,张峰,张惟(20110906-20140210) 赵谦(20140128-20160308) 张峰(20151202-至今),否,混合型基金,偏股混合型基金,2410258370.06,12.07397260274,,79.298061835272
491,660012.OF,农银消费主题混合A,徐文卉,付娟(20120424-20191108) 曹剑飞(20120424-20130624) 徐文卉(20170516-至今),否,混合型基金,偏股混合型基金,549098006.29,11.441095890411,,79.766490861866
509,688888.OF,浙商聚潮产业成长混合A,贾腾,姜培正(20110517-20150605) 方维(20121231-20150720) 倪权生(20150511-20170719) 唐桦(20150722-20190226) 贾腾(20190221-至今),否,混合型基金,偏股混合型基金,816592969.4,12.380821917808,,92.465098773493
512,690004.OF,民生加银稳健成长混合,郑爱刚,陈东(20100629-20110729) 蔡锋亮(20110729-20160704) 宋磊(20160704-20180321) 蒯学章(20161124-20190820) 王亮(20190812-20200925) 郑爱刚(20191107-至今),否,混合型基金,偏股混合型基金,86720662.06,13.26301369863,,92.150379092712
513,690005.OF,民生加银内需增长混合,柳世庆,陈东(20110128-20110729) 蔡锋亮(20110406-20160704) 宋磊(20160704-20180321) 柳世庆(20161124-至今),否,混合型基金,偏股混合型基金,211491116.09,12.679452054795,,90.98402812254
514,690007.OF,民生加银景气行业混合A,王亮,蔡锋亮(20111122-20130403) 乐瑞祺(20111122-20140707) 吴剑飞(20120203-20181108) 王亮(20181101-至今),否,混合型基金,偏股混合型基金,1216293722.68,11.86301369863,,84.220848803803
517,700001.OF,平安行业先锋混合,刘杰,颜正华(20110920-20121019) 焦巍(20121019-20140922) 胡昆明(20140912-20160830) 傅浩(20160816-20190509) 刘杰(20180423-至今),否,混合型基金,偏股混合型基金,151222468.09,12.035616438356,,94.293176795088
518,700003.OF,平安策略先锋混合,神爱前,颜正华(20120529-20130529) 黄建军(20130529-20150804) 乔海英(20150804-20170511) 神爱前(20160719-至今),否,混合型基金,灵活配置型基金,2396910674.11,11.345205479452,,79.5076783434
522,720001.OF,财通价值动量混合,金梓才,黄瑞庆(20111201-20120726) 吴松凯(20111201-20140610) 赵艰申(20140610-20150716) 金梓才(20141119-至今),否,混合型基金,灵活配置型基金,1772525594.1,11.838356164384,,81.790266191677
524,730002.OF,方正富邦红利精选混合A,吴昊,张璐(20121120-20140424) 沈毅(20140424-20181217) 吕其伦(20140620-20141117) 高松(20150116-20160701) 徐超(20160809-20190312) 方伟宁(20181127-20200310) 吴昊(20190524-至今),否,混合型基金,偏股混合型基金,41741716.38,10.865753424658,,93.705948389449
526,750001.OF,安信灵活配置混合,张竞,陈振宇(20120620-20140115) 黄立华(20140115-20151201) 占冠良(20151201-20180115) 张竞(20171229-至今),否,混合型基金,灵活配置型基金,2088302789.56,11.284931506849,,79.488180244674
628,960001.OF,广发行业领先混合H,程琨,刘晓龙(20150702-20170329) 邱璟旻(20170329-20180806) 刘格菘(20170619-20190531) 李琛(20181017-20200210) 程琨(20190531-至今),否,混合型基金,偏股混合型基金,1208081.41,8.2520547945205,,94.830948846434
634,960007.OF,摩根新兴动力混合H,杜猛,杜猛(20110713-至今),否,混合型基金,偏股混合型基金,132093324.69,12.224657534247,,85.63381658358
635,960008.OF,景顺长城核心竞争力混合H类,余广,余广(20151016-至今),否,混合型基金,偏股混合型基金,24524669.36,7.9616438356164,,89.783765276241
643,960016.OF,交银成长混合H,王少成,王少成(20151117-至今),否,混合型基金,偏股混合型基金,13741675.83,7.8739726027397,,81.856132891071
644,960018.OF,大成内需增长混合H,张烨,李本刚(20150722-20200113) 李博(20150826-20190929) 张烨(20190929-至今),否,混合型基金,偏股混合型基金,46136761.24,8.1972602739726,,84.505053577077
646,960020.OF,南方优选价值混合H,罗安安,骆帅(20151014-20190125) 罗安安(20151014-至今),否,混合型基金,偏股混合型基金,5961134.75,7.9671232876712,,94.106038066816
647,960021.OF,国富潜力组合混合H,徐荔蓉,徐荔蓉(20140221-至今),否,混合型基金,偏股混合型基金,4241666.44,16.53698630137,,93.612467583717
649,960024.OF,嘉实成长收益混合H,胡涛,邵秋涛(20130607-20191119) 谢泽林(20151231-20170718) 胡涛(20191119-至今),否,混合型基金,偏股混合型基金,144278.91,20.915068493151,,70.909342802499
652,960028.OF,建信优选成长混合H,姚锦,姚锦(20160407-至今),否,混合型基金,偏股混合型基金,991632.17,17.071232876712,,80.747492976328
